字號,漢字,標音,上字,下字,上字號,聲母,聲母標音,七聲類,清濁,發送收,下字號,韻母,韻母標音,韻目列號,攝,調,目次,韻目,等呼,等,呼,廣韻調名,台羅聲調,字義識別號
193,功,kong1,古,紅,17,見,k,牙音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,191
194,工,kong1,古,紅,17,見,k,牙音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,192
195,疘,kong1,古,紅,17,見,k,牙音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,193
196,蚣,kong1,古,紅,17,見,k,牙音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,194
197,玒,kong1,古,紅,17,見,k,牙音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,195
198,釭,kong1,古,紅,17,見,k,牙音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,196
199,魟,kong1,古,紅,17,見,k,牙音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,197
200,攻,kong1,古,紅,17,見,k,牙音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,198
201,㓚,kong1,古,紅,17,見,k,牙音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,199
202,愩,kong1,古,紅,17,見,k,牙音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,200
203,碽,kong1,古,紅,17,見,k,牙音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,201
204,篢,kong1,古,紅,17,見,k,牙音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,202
205,蒙,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,203
206,冡,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,204
207,濛,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,205
208,𩦺,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,206
209,艨,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,207
210,朦,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,226
211,矇,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,209
212,饛,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,210
213,䰒,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,211
214,檬,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,212
215,𨢊,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,213
216,䴿,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,214
217,𨣘,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,215
218,鸏,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,216
219,幪,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,217
220,罞,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,218
221,𢄐,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,219
222,髳,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,220
223,蠓,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,221
224,𦿏,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,222
225,雺,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,223
226,霿,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,224
227,霚,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,225
228,朦,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,226
229,䀄,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,227
230,懜,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,128
231,靀,mong5,莫,紅,4,明,m,脣音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,#N/A
232,籠,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,230
233,豅,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,231
234,㰍,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,232
235,朧,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,233
236,𡃡,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,234
237,龓,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,235
238,䪊,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,236
239,瀧,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,237
240,聾,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,238
241,𨏠,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,239
242,礱,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,240
243,䆍,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,241
244,𪚗,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,242
245,嚨,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,243
246,蘢,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,244
247,櫳,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,245
248,𤮨,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,246
249,巃,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,247
250,襱,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,248
251,𧙥,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,249
252,瓏,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,250
253,曨,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,251
254,鸗,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,252
255,𩟭,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,253
256,蠪,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,254
257,㟅,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,255
258,屸,long5,盧,紅,41,來,l,半舌音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,256
259,洪,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,257
260,鉷,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,258
261,訌,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,259
262,紅,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,260
263,虹,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,261
264,仜,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,262
265,鴻,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,263
266,葒,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,264
267,葓,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,265
268,谼,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,266
269,䉺,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,267
270,烘,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,268
271,洚,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,269
272,渱,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,270
273,𨹁,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,271
274,魟,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,197
275,䧆,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,273
276,䪦,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,274
277,𦏺,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,275
278,䫹,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,276
279,䂫,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,277
280,𨾊,hong5,戶,公,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,278
281,㤨,hong5,戶,工,38,匣,h,喉音,全濁,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,9903
282,叢,zong5,徂,紅,23,從,z,齒音,全濁, ,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,279
283,藂,zong5,徂,紅,23,從,z,齒音,全濁, ,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,280
284,䕺,zong5,徂,紅,23,從,z,齒音,全濁, ,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,281
285,潀,zong5,徂,紅,23,從,z,齒音,全濁, ,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,#N/A
286,𥵫,zong5,徂,紅,23,從,z,齒音,全濁, ,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,283
287,翁,Øong1,烏,紅,36,影,Ø,喉音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,284
288,螉,Øong1,烏,紅,36,影,Ø,喉音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,285
289,䱵,Øong1,烏,紅,36,影,Ø,喉音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,286
290,蓊,Øong1,烏,紅,36,影,Ø,喉音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,287
291,䈵,Øong1,烏,紅,36,影,Ø,喉音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,288
292,䩺,Øong1,烏,紅,36,影,Ø,喉音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,289
293,㮬,Øong1,烏,紅,36,影,Ø,喉音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,290
294,𩔚,Øong1,烏,紅,36,影,Ø,喉音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,291
295,怱,cong1,倉,紅,22,清,c,齒音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,292
296,忩,cong1,倉,紅,22,清,c,齒音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,293
297,葱,cong1,倉,紅,22,清,c,齒音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,294
298,楤,cong1,倉,紅,22,清,c,齒音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,295
299,𨍉,cong1,倉,紅,22,清,c,齒音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,296
300,聦,cong1,倉,紅,22,清,c,齒音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,297
301,繱,cong1,倉,紅,22,清,c,齒音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,298
302,𤧚,cong1,倉,紅,22,清,c,齒音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,299
303,騘,cong1,倉,紅,22,清,c,齒音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,300
304,䗓,cong1,倉,紅,22,清,c,齒音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,301
305,囪,cong1,倉,紅,22,清,c,齒音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,302
306,𨣭,cong1,倉,紅,22,清,c,齒音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,303
307,鍯,cong1,倉,紅,22,清,c,齒音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,304
308,㷓,cong1,倉,紅,22,清,c,齒音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,305
309,𢉛,cong1,倉,紅,22,清,c,齒音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,306
310,通,thong1,他,紅,10,透,th,舌音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,307
311,蓪,thong1,他,紅,10,透,th,舌音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,308
312,侗,thong1,他,紅,10,透,th,舌音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,38
313,恫,thong1,他,紅,10,透,th,舌音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,310
314,痌,thong1,他,紅,10,透,th,舌音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,311
315,曈,thong1,他,紅,10,透,th,舌音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,36
316,俑,thong1,他,紅,10,透,th,舌音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,313
317,𧳆,thong1,他,紅,10,透,th,舌音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,314
318,𨀜,thong1,他,紅,10,透,th,舌音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,315
319,潼,thong1,他,紅,10,透,th,舌音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,35
320,葼,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,316
321,鬷,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,317
322,嵕,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,318
323,猣,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,319
324,豵,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,320
325,鯼,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,321
326,椶,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,322
327,騣,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,323
328,𩮀,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,324
329,䗥,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,325
330,嵸,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,326
331,艐,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,327
332,蝬,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,328
333,堫,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,329
334,𥓻,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,330
335,翪,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,331
336,緵,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,332
337,㚇,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,333
338,㣭,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,334
339,稯,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,335
340,鬉,zong1,子,紅,21,精,z,齒音,全清,發聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,336
341,蓬,pong5,薄,紅,3,並,p,脣音,全濁, ,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,337
342,𥭗,pong5,薄,紅,3,並,p,脣音,全濁, ,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,338
343,篷,pong5,薄,紅,3,並,p,脣音,全濁, ,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,339
344,髼,pong5,薄,紅,3,並,p,脣音,全濁, ,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,340
345,蜂,pong5,薄,紅,3,並,p,脣音,全濁, ,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,341
346,芃,pong5,薄,紅,3,並,p,脣音,全濁, ,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,144
347,𧚋,pong5,薄,紅,3,並,p,脣音,全濁, ,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,343
348,韸,pong5,薄,紅,3,並,p,脣音,全濁, ,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,344
349,䮾,pong5,薄,紅,3,並,p,脣音,全濁, ,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,345
350,𩖛,pong5,薄,紅,3,並,p,脣音,全濁, ,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,346
351,烘,hong1,呼,東,37,曉,h,喉音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,268
352,叿,hong1,呼,東,37,曉,h,喉音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,348
353,魟,hong1,呼,東,37,曉,h,喉音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,197
354,谾,hong1,呼,東,37,曉,h,喉音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,350
355,𩐠,hong1,呼,東,37,曉,h,喉音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,351
356,𩗄,hong1,呼,東,37,曉,h,喉音,次清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,352
357,㟅,gong5,五,東,20,疑,g,牙音,次濁,收聲,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,濁平,5,255
358,檧,song1,蘇,公,24,心,s,齒音,全清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,354
359,憽,song1,蘇,公,24,心,s,齒音,全清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,355
360,𤾥,song1,蘇,公,24,心,s,齒音,全清,送氣,1,01獨洪,ong,1,通,平,上平01東,東,獨洪,1,開,清平,1,#N/A
361,冬,tong1,都,宗,9,端,t,舌音,全清,發聲,9,02獨洪,ong,2,通,平,上平02冬,冬,獨洪,1,開,清平,1,357
362,𡘬,tong1,都,宗,9,端,t,舌音,全清,發聲,9,02獨洪,ong,2,通,平,上平02冬,冬,獨洪,1,開,清平,1,#N/A
363,苳,tong1,都,宗,9,端,t,舌音,全清,發聲,9,02獨洪,ong,2,通,平,上平02冬,冬,獨洪,1,開,清平,1,359
364,䳉,tong1,都,宗,9,端,t,舌音,全清,發聲,9,02獨洪,ong,2,通,平,上平02冬,冬,獨洪,1,開,清平,1,360
365,笗,tong1,都,宗,9,端,t,舌音,全清,發聲,9,02獨洪,ong,2,通,平,上平02冬,冬,獨洪,1,開,清平,1,361
366,𩂓,tong1,都,宗,9,端,t,舌音,全清,發聲,9,02獨洪,ong,2,通,平,上平02冬,冬,獨洪,1,開,清平,1,362
367,𧲴,tong1,都,宗,9,端,t,舌音,全清,發聲,9,02獨洪,ong,2,通,平,上平02冬,冬,獨洪,1,開,清平,1,363
368,彤,tong5,徒,冬,11,定,t,舌音,全濁, ,9,02獨洪,ong,2,通,平,上平02冬,冬,獨洪,1,開,濁平,5,364
369,疼,tong5,徒,冬,11,定,t,舌音,全濁, ,9,02獨洪,ong,2,通,平,上平02冬,冬,獨洪,1,開,濁平,5,365
370,佟,tong5,徒,冬,11,定,t,舌音,全濁, ,9,02獨洪,ong,2,通,平,上平02冬,冬,獨洪,1,開,濁平,5,366
371,炵,tong5,徒,冬,11,定,t,舌音,全濁, ,9,02獨洪,ong,2,通,平,上平02冬,冬,獨洪,1,開,濁平,5,367
372,䳋,tong5,徒,冬,11,定,t,舌音,全濁, ,9,02獨洪,ong,2,通,平,上平02冬,冬,獨洪,1,開,濁平,5,368
373,鼕,tong5,徒,冬,11,定,t,舌音,全濁, ,9,02獨洪,ong,2,通,平,上平02冬,冬,獨洪,1,開,濁平,5,369
374,𢥞,tong5,徒,冬,11,定,t,舌音,全濁, ,9,02獨洪,ong,2,通,平,上平02冬,冬,獨洪,1,開,濁平,5,370
375,𢾮,tong5,徒,冬,11,定,t,舌音,全濁, ,9,02獨洪,ong,2,通,平,上平02冬,冬,獨洪,1,開,濁平,5,371
376,爞,tong5,徒,冬,11,定,t,舌音,全濁, ,9,02獨洪,ong,2,通,平,上平02冬,冬,獨洪,1,開,濁平,5,71
377,㤏,tong5,徒,冬,11,定,t,舌音,全濁, ,9,02獨洪,ong,2,通,平,上平02冬,冬,獨洪,1,開,濁平,5,373
378,痋,tong5,徒,冬,11,定,t,舌音,全濁, ,9,02獨洪,ong,2,通,平,上平02冬,冬,獨洪,1,開,濁平,5,374
379,䂈,tong5,徒,冬,11,定,t,舌音,全濁, ,9,02獨洪,ong,2,通,平,上平02冬,冬,獨洪,1,開,濁平,5,375
