識別號,廣韻小字序,漢字,字義摘要
526,54.2,雍,和也與邕略同又雍奴縣名在幽州水經云四方有水曰雍不流曰奴亦姓左傳有雍糾又於用切
527,54.3,噰,鳥聲
528,54.4,嗈,上同
529,54.5,郺,郺𨑊多皃
530,54.6,澭,水名在宋
531,54.7,灉,上同爾雅曰水自河出爲灉
532,54.8,癰,癰癤
533,54.9,罋,汲器
534,54.1,廱,辟廱天子敎宫
535,54.11,饔,熟食
536,54.12,壅,塞又音擁
537,54.13,雝,爾雅曰䳭鴒雝渠
538,54.14,𪄉,上同
539,54.15,㻾,玉器
540,54.16,𧴗,獸似猨也
541,55.1,醲,厚酒女容切八
542,55.2,𨑊,郺𨑊
543,55.3,濃,厚也
544,55.4,襛,襛華又衣厚皃又而容切
545,55.5,穠,花木厚又而容切
546,55.6,檂,木名
547,55.7,𪒬,𪒒𪒬
548,55.8,𨲳,多也
549,56.1,重,複也疊也直容切又直勇直用二切六
550,56.2,穜,先種晚熟曰穜
551,56.3,緟,≆說文云增益也
552,56.4,褈,複也
553,56.5,䳯,䳯𪄹鳥名
554,56.6,蝩,蠶晚生者
555,57.1,從,就也又姓漢有將軍從公何氏姓苑云今東莞人疾容切又即容七恭秦用三切三
556,57.2,从,古文≆說文曰相聽也
557,57.3,𩀰,方言云南楚人謂雞
558,58.1,蹱,躘蹱丑凶切七
559,58.2,傭,均也直也又音容
560,58.3,𦟛,上同
561,58.4,𨙦,馬不行也
562,58.5,䝑,土精如㹠在地下也
563,58.6,𨤩,地名又直容切
564,58.7,𪒒,深穴中𪒒黑也
565,59.1,逢,值也迎也符容切八
566,59.2,縫,紩又音俸
567,59.3,漨,水名
568,59.4,䩼,鼓聲
569,59.5,𥎌,𥎌𥎂矛也
570,59.6,夆,掣[-/曳]也又敷恭切
571,59.7,𥛝,大黃負山神能動天地氣昔孔甲遇之
572,59.8,捀,≆說文曰奉也又符用切
573,60.1,峯,山峯也敷容切十六
574,60.2,鋒,劔刃鋒也
575,60.3,丰,丰茸美好≆說文本作𡴀草盛𡴀[-/𡴀]也從生上下達也
576,60.4,𡴀,上同
577,60.5,𢓱,使也
578,60.6,妦,好也
579,60.7,蠭,≆說文曰螫人飛蟲也孝經援神契曰蠭䘍垂芒爲其毒在後
580,60.8,蜂,上同
581,60.9,𧒒,古文
582,60.1,蘴,菜名又音豐
583,60.11,桻,木上
584,60.12,㷭,㷭火夜曰㷭晝曰燧
585,60.13,烽,上同
586,60.14,莑,草牙始生出音譜
587,60.15,仹,仙人
588,60.16,㸼,㸼牛
589,61.1,縱,縱横也即容切又子用切九
590,61.2,𣯨,毾㲪也
591,61.3,蹤,蹤跡
592,61.4,䡮,車跡
593,61.5,樅,木名又七恭切
594,61.6,磫,磫𥗫礪石
595,61.7,豵,豕生三子
596,61.8,熧,火行穴中
597,61.9,𧺣,急行也又此從切
598,62.1,茸,草生皃而容切十
599,62.2,䩸,毳飾[髶/𩮙]
600,62.3,髶,髮多亂皃
601,62.4,䇯,竹頭有文
602,62.5,襛,華皃又厚衣皃又女容切
603,62.6,穠,花木厚也又女容切
604,62.7,搑,擣也
605,62.8,𥎂,𥍮𥎂矛也
606,62.9,榵,木名似檀
607,62.1,穁,禾[梢/梋]
608,63.1,蛩,蛩蛩巨虛獸也≆說文云一曰秦謂蟬蜕曰蛩渠容切十六
609,63.2,邛,勞也病也又臨邛縣亦邛僰又姓列仙傳有周封史邛䟽
610,63.3,舼,舼船
611,63.4,𦨰,上同
612,63.5,筇,竹名可爲杖張鶱至大宛得之
613,63.6,輁,輁軸所以支棺也又音拱
614,63.7,𦭭,蓂莢實也
615,63.8,𥳎,𥳎籠
616,63.9,䂬,𠌖倯可憎之皃
617,63.1,蛬,蟋蟀又音拱
618,63.11,𠌖,𠌖倯可憎之皃
619,63.12,𩬰,𩬰鬆髪亂也
620,63.13,桏,柜柳
621,63.14,䅃,稰也又巨壠切
622,63.15,𤤶,𤤶佩
623,63.16,𩢽,獸如馬而青一走千里也
624,64.1,鱅,魚名似牛音如豕蜀庸切又音庸三
625,64.2,慵,嬾也
626,64.3,𩌨,通俗文云牽乾也
627,65.1,恭,恭敬也≆說文本作𢙄肅也又姓晉太子申生號恭君其後氏焉出國語九容切陸以恭蜙[縱/樅]等入冬韻非也十
628,65.2,龔,姓也漢有龔遂
629,65.3,供,奉也具也設也給也進也又居用切
630,65.4,珙,璧也又音拱
631,65.5,䢼,邑名出異苑又亭名出晉書
632,65.6,共,共城縣在衞州又渠用切
633,65.7,𤱨,㽤也
634,65.8,廾,竦手也≆說文本居竦切
635,65.9,髸,髸䯳
636,65.1,䳍,鳥似雉鳴自呼
637,66.1,蜙,蜙蝑蟲名息恭切六
638,66.2,淞,水名在吳又音松
639,66.3,凇,凍落之皃
640,66.4,鬆,髮亂皃亦作䯳
641,66.5,倯,倯恭怯皃
642,66.6,𢔋,小行恐皃
643,67.1,樅,木名松葉栢身七恭切又音蹤十二
644,67.2,鏦,短矛又音䆫
645,67.3,從,從容又疾容秦用二切
646,67.4,暰,光也張景陽七命云怒目電暰是也
647,67.5,䗥,螉䗥小蜂生牛馬皮中也
648,67.6,瑽,瑽瑢佩玉行皃
649,67.7,摐,打也又音䆫
650,67.8,䐫,肥病
651,67.9,𥡬,治禾𥡬移
652,67.1,𧺣,急行也又音蹤
653,67.11,鬆,髪亂又息恭切
654,67.12,𨑪,𨑪遷
655,68.1,銎,斤斧受柄處也曲恭切又許容切二
656,68.2,𥳎,𥳎籠
657,69.1,江,江海書有九江尋陽記云烏江蚌江烏白江嘉靡江畎江沔江廪江提江菌江亦姓出陳留本顓頊玄孫伯益之後爵封於江陵爲楚所滅後以國爲氏古雙切十一
658,69.2,扛,舉鼎≆說文云扛横關對舉也秦武王與孟≆說扛龍文之鼎脱臏而死
659,69.3,杠,旌旗飾一曰牀前横[-/木]
660,69.4,茳,茳蘺香草
661,69.5,釭,燈又音工
662,69.6,矼,石矼石橋也爾雅曰石杠謂之徛字俗從石
663,69.7,豇,豇豆蔓生白色
664,69.8,肛,胮肛脹大又許江切
665,69.9,玒,玉名又音工
666,69.1,𧢸,舉角
667,69.11,䜫,䜫谷在南郡
668,70.1,厖,厚也[犬/大]也莫江切十四
669,70.2,駹,黑馬白面
670,70.3,狵,犬多毛亦作尨
671,70.4,尨,上同
672,70.5,浝,水名
673,70.6,哤,語雜亂曰哤
674,70.7,牻,牛白黑雜
675,70.8,娏,女神名
676,70.9,䵨,隂私事也
677,70.1,㟌,五帋山名在蜀
678,70.11,蛖,蛖螻螻蛄類
679,70.12,𥆙,目不明
680,70.13,痝,病困
681,70.14,𠈵,不媚
682,71.1,𦗳,耳中聲也女江切八
683,71.2,𣰊,髪多
684,71.3,涳,姓出纂文又音[◫羊咅/羫]
685,71.4,噥,噥嗔語出字林
686,71.5,𩟊,強食
687,71.6,鬞,亂髮
688,71.7,䁸,目不明
689,71.8,𪆯,鴻𪆯
690,72.1,囪,≆說文曰在牆曰牖在屋曰囱楚江切九
691,72.2,䆫,≆說文作窗通孔也釋名曰䆫聦也於內見外之聦明也
692,72.3,牎,上同
693,72.4,窓,俗
694,72.5,䎫,種也
695,72.6,堫,上同
696,72.7,摐,打鐘鼓也
697,72.8,鏦,短矛也
698,72.9,𥍷,上同
699,73.1,邦,國也又姓出何氏姓苑博江切四
700,73.2,𤰫,古文
701,73.3,梆,木名
702,73.4,垹,土精如手在地中食之無病
703,74.1,栙,降䉶帆未張下江切八
704,74.2,䜶,䜶䝄胡豆
705,74.3,降,降伏又古巷切
706,74.4,缸,甖[缸/瓨]
707,74.5,缻,上同
708,74.6,洚,≆說文曰水不遵道一曰下也又古巷切
709,74.7,夅,服也
710,74.8,跭,跭𨇯[堅/豎]立也
711,75.1,胮,胮脹匹江切又音龐五
712,75.2,𤵸,上同
713,75.3,𩐨,鼓聲
714,75.4,𪔔,上同
715,75.5,𪐿,黑皃
716,76.1,瀧,南人名湍亦州在嶺南品江切又音雙二
717,76.2,䮾,充塞之皃
718,77.1,雙,偶也兩隻也又姓出姓苑後魏有將軍雙仕洛所江切七
719,77.2,艭,艂艭舩名
720,77.3,䉶,帆也
721,77.4,𢥠,懼也左傳云駟氏𢥠
722,77.5,䝄,豆也
723,77.6,瀧,水名在郴州界
724,77.7,𨇯,跭𨇯立也
725,78.1,龐,姓也出南安南陽二望本周文王子畢公髙後封於龐因氏焉魏有龐㳙薄江切五
726,78.2,逄,姓也出北海左傳齊有逄丑父
727,78.3,胮,胮肛脹大皃
728,78.4,𩐨,鼓聲
729,78.5,舽,舽舡船[皃/名]
730,79.1,肛,許江切四
731,79.2,啌,啌瞋語出聲譜
732,79.3,谾,空谷皃
733,79.4,舡,舽舡船[皃/名]
734,80.1,胦,胦肛不伏人握江切一
735,81.1,腔,羊腔也苦江切十二
736,81.2,𤟄,上同
737,81.3,羫,古文
738,81.4,控,打也又苦貢切
739,81.5,椌,椌楬
740,81.6,悾,信也愨也又音空
741,81.7,跫,蹋地聲
742,81.8,涳,直流
743,81.9,崆,崆㟅山皃又音空
744,81.1,𩩝,𩪘𩩝[㞍/尻]骨
745,81.11,㾤,喉中病
746,81.12,㼹,㼹甎𤮇也
747,82.1,幢,旛幢釋名曰幢幢也其皃幢幢然也宅江切六
748,82.2,撞,撞突也學記曰善待問者如撞鐘撞擊也
749,82.3,橦,木名又音鍾童
750,82.4,𣃘,旌旗杠皃出≆說文又丑善切
751,82.5,噇,喫皃
752,82.6,𩪘,𩪘𩩝[㞍/尻]骨
753,83.1,憃,愚也丑江切又丑龍切又抽用切五
754,83.2,䚎,視不明也一曰直視又丑巷切
755,83.3,𥡟,黍𥡟不實也
756,83.4,䄝,祠不敬也
757,83.5,𧜧,短敝衣也
758,84.1,樁,橛也都江切二
759,84.2,𣻛,深水立𣻛
760,85.1,㟅,五江切一
761,86.1,淙,水流皃士江切又才宗切四
762,86.2,鬃,髻髙皃
763,86.3,㼻,甖也出方言
764,86.4,𩞐,饞𩞐愛食
765,87.1,支,支度也支持也亦姓何氏姓苑云琅邪人後趙録有司空支雄又漢複姓莊子有支離益善屠龍章移切二十九
766,87.2,𥾣,縴𥾣挽船繩也
767,87.3,只,專辝又之爾切
768,87.4,汥,水都名
769,87.5,㲍,㲔㲍者輕毛皃
770,87.6,巵,酒器
771,87.7,梔,栀子木實可染黃
772,87.8,枝,枝柯又漢複姓左傳楚大夫枝如子弓
773,87.9,衹,[衹/祇]適也又巨支切
774,87.1,㽻,疾也
775,87.11,衼,衹衼尼法衣也衹音歧
776,87.12,肢,肢體
777,87.13,胑,並上同
778,87.14,𨈛,福也又是支切
779,87.15,禔,福也又是支切
780,87.16,馶,馬強
781,87.17,氏,月氏國名又閼氏匈奴皇后也又精是二音
782,87.18,疻,毁傷
783,87.19,㩼,多也又音寘
784,87.2,鳷,鳥名漢武帝造鳷鵲觀在雲陽甘泉宫外
785,87.21,䧴,上同
786,87.22,觶,本音寘今作奉觶字
787,87.23,榰,爾雅曰榰柱也謂相榰柱也
788,87.24,㯄,玉篇云木盛
789,87.25,𪂅,土精如鴈一足黃色毁之殺人
790,87.26,𧌔,蟲名似蜥蜴能吞人
791,87.27,眵,目汁凝又尺支切
792,87.28,䡋,䡋軝長轂
793,87.29,𩍲,皮鞁
794,88.1,移,遷也遺也延也徙也易也≆說文曰禾相倚移也又官曹公府不相臨敬則爲移書[蔑/箋]表之類也亦姓風俗通云漢有弘農太守移良弋支切三十二
795,88.2,䄬,上同
796,88.3,迻,≆說文遷也
797,88.4,𠩗,≆說文歠也
798,88.5,杝,木名
799,88.6,鉹,方言云涼州呼甑又音侈
800,88.7,袲,宋地名又音侈
801,88.8,箷,衣架
802,88.9,𥠥,上同。又榻前几。
803,88.1,㥴,忯㥴不憂事
804,88.11,詑,詑詑自得皃又淺意也
805,88.12,簃,樓閣邊小屋又音池
806,88.13,䔟,萎䔟草
807,88.14,熪,燫熪火不絶皃
808,88.15,扅,扊扅戸扃
809,88.16,衪,衣袖
810,88.17,暆,東暆縣在樂浪
811,88.18,迆,逶迆又移爾切
812,88.19,𤝻,獸名似犬尾白目喙赤出則大兵
813,88.2,栘,扶栘木名又成兮切
814,88.21,歋,歋𢋅手相弄人亦作擨又以遮切
815,88.22,酏,酒也又羊氏切
816,88.23,匜,怀匜似桸可以注水又羊氏切
817,88.24,拸,加也
818,88.25,謻,埤蒼云冰室門名
819,88.26,𠗺,上同
820,88.27,蛇,蜲蛇莊子所謂紫衣而朱冠又蛇丘縣名又神遮切
821,88.28,虵,俗
822,88.29,螔,爾雅曰蚹蠃螔蝓注謂即蝸牛也
823,88.3,𠐀,𠐀𢋅
824,88.31,𣣢,𥬇𣣢
825,88.32,䬁,小旋風咸陽有之小䬁於地也
826,89.1,爲,爾雅曰作造爲也≆說文曰母猴也又姓風俗通云漢有南郡太守爲昆薳支切又王僞切六
827,89.2,為,俗
828,89.3,潙,水名在新陽
829,89.4,䧦,阪名在鄭又王詭切
830,89.5,鄬,地名
831,89.6,𩻟,大魚又許爲切
832,90.1,嬀,水名亦州春秋時屬燕秦爲上谷郡漢爲潘縣武德初置北燕州貞觀改爲嬀州因木爲名又姓文士傳有嬀覽居爲切二
833,90.2,潙,水名又音爲
834,91.1,𪎮,≆說文曰旌旗所以指𪎮也亦作麾許爲切六
835,91.2,麾,上同
836,91.3,噅,口不言正
837,91.4,撝,≆說文曰裂也易曰撝謙注謂指撝皆謙也
838,91.5,𩻟,大魚又音爲
839,91.6,䧦,鄭地
840,92.1,逶,逶迆於爲切十[-/一]
841,92.2,𣨙,枯死
842,92.3,萎,蔫也
843,92.4,㮃,田器
844,92.5,覣,好視
845,92.6,蜲,蜲蛇
846,92.7,痿,痹濕病也
847,92.8,倭,[愼/順]皃
848,92.9,委,委委佗佗美也
849,92.1,䴧,鹿肉
850,92.11,蟡,涸水精一身兩頭似蛇以名呼之可取魚鼈
851,93.1,糜,糜粥靡爲切九
852,93.2,縻,繫也又縻爵易作靡
853,93.3,㸏,㸏爛
854,93.4,𪎕,散也
855,93.5,蘼,薔蘼虋冬也又世彼切
856,93.6,䊳,䊳碎
857,93.7,𪎭,𪎭穄别名
858,93.8,𦗕,乗輿金耳
859,93.9,醿,酴醿酒也
860,94.1,隓,毀也≆說文曰敗城𨸏曰隓許規切九
861,94.2,墮,上同
862,94.3,隳,俗
863,94.4,眭,眭盱健皃又息爲切盱音吁
864,94.5,觿,角錐童子佩之≆說文曰觿角銳耑可以解結也又戸圭切
865,94.6,睢,仰目也
866,94.7,䜐,相毀之言
867,94.8,鑴,大鍾又戸圭切
868,94.9,蘳,華黃也又果實也
869,95.1,鬌,髮落直垂切又大果切[-/三]
870,95.2,錘,八銖又馳僞切
871,95.3,甀,甖也
872,96.1,𡍮,幾也疆也說文曰遠邊也是爲切十
873,96.2,垂,上同
874,96.3,陲,邊也說文危也
875,96.4,倕,重也黃帝時巧人名倕
876,96.5,𦈼,小口甖也
877,96.6,𨿠,雅鳥
878,96.7,圌,山名在吴都又市緣切
879,96.8,篅,盛穀圓𥫱
880,96.9,𥳙,上同
881,96.1,𠂹,草木葉縣
882,97.1,羸,瘦也力爲切二
883,97.2,𡰠,膝病
884,98.1,吹,吹嘘昌垂切又尺僞切三
885,98.2,炊,炊爨
886,98.3,䶴,習管古文作龡又尺僞切
887,99.1,鈹,大針也又劔如刀裝者敷羈切十二
888,99.2,帔,又芳髮切
889,99.3,鮍,魚鮍
890,99.4,披,又作翍開也分也散也
891,99.5,𤱍,耕也
892,99.6,耚,上同
893,99.7,狓,狓猖皃出新字林
894,99.8,翍,[翍/羽]張之皃
895,99.9,旇,旗靡
896,99.1,秛,禾租
897,99.11,𤿎,器破而未離又皮美切
898,99.12,㱟,開肉又匹靡切
899,100.1,陂,書傳云澤障曰陂彼爲切十一
900,100.2,詖,辯辝又音祕
901,100.3,碑,釋名曰本葬時所設臣子追述君父之功[-/美]以書其上
902,100.4,羆,爾雅曰羆如熊黃白文孝經援神契曰赤羆見則姦宄自逺也
903,100.5,𥀍,古文
904,100.6,𨰟,玉篇云耜屬也
905,100.7,𤜑,牛名又音皮
906,100.8,𨧦,鋸鉏也
907,100.9,𥶓,竹名
908,100.1,襬,關東人呼裙也
909,100.11,藣,草名又彼義切
910,101.1,隨,從也順也又姓風俗通云[隋/隨]侯之後漢有博土隨何後漢有扶風隨蕃旬爲切三
911,101.2,隋,國名本作隨左傳曰漢東之國隨爲大漢初爲縣後魏爲郡又改爲州隋文帝去辵
912,101.3,𥶻,𥶻籠
913,102.1,虧,缺也俗作𧇾去爲切一
914,103.1,闚,小視去隨切二
915,103.2,窺,上同
916,104.1,竒,異也≆說文作奇又虜複姓後魏書奇斤氏後改爲奇氏渠羈切又居宜切十
917,104.2,琦,玉名
918,104.3,騎,≆說文曰跨馬也又其寄切
919,104.4,鵸,鵸䳜鳥似烏三首六尾自爲牝牡善𥬇䳜音余出山海經
920,104.5,弜,強也又其丈切
921,104.6,鬾,小兒〾鬼
922,104.7,碕,曲岸又巨支切
923,104.8,𢺷,木别生也
924,104.9,㩽,上同。又橫首[-/枝]貌
925,104.1,錡,釜屬又魚綺切
926,105.1,祇,地祇神也巨支切二十五
927,105.2,示,上同見周禮本又時至切
928,105.3,衹,衹衼尼法衣
929,105.4,岐,山名亦州春秋及戰國時爲秦都漢爲右扶風[-/後]魏置雍城鎭又改爲岐州因山而名又姓黃帝時有岐伯
930,105.5,歧,歧路
931,105.6,𨙸,邑名在扶風
932,105.7,馶,勁皃
933,105.8,疧,病也詩云俾我疧兮
934,105.9,蚑,蚑蚑蟲行皃又長蚑蠨蛸别名出崔豹古今注
935,105.1,忯,爾雅云忯忯惕惕愛也
936,105.11,䞚,≆說文曰縁大木也一曰行皃
937,105.12,翄,翄翄飛皃
938,105.13,𢻚,弓硬皃
939,105.14,軝,≆說文曰長轂之軝以朱約之詩曰約軝錯衡
940,105.15,𩉬,上同
941,105.16,芪,藥草≆說文曰芪母也
942,105.17,汥,≆說文曰水都也又音支
943,105.18,跂,行皃又音企
944,105.19,䲬,雞又云鴈
945,105.2,蚔,[蟲/𧎪]也
946,105.21,䉻,赤米
947,105.22,𦭲,繰絲鉤緒
948,105.23,伎,舒散又音技
949,105.24,𨱜,長𨱜國名髮長於身
950,105.25,𠁭,參差也
951,106.1,犧,犧牲書傳曰色純曰犧許羈切十[九/八]
952,106.2,羲,姓風俗通云堯郷羲仲之後
953,106.3,焁,焁欨貪者欲食皃
954,106.4,桸,[朽/构]也
955,106.5,巇,巇嶮
956,106.6,羛,地名在魏
957,106.7,戲,於戲歎辝又姓虙戲氏之後又喜義切
958,106.8,𤃪,水名在新豐
959,106.9,曦,日光
960,106.1,𢹍,擊也
961,106.11,𧕆,蠡名
962,106.12,䚙,角匕又火元切
963,106.13,䖒,古陶器也
964,106.14,㺣,獸名又曰豕也
965,106.15,𣤴,上同
966,106.16,𢨛,相𥬇之皃
967,106.17,㚀,毁也
968,106.18,隵,上同
969,107.1,㩻,不正也去奇切十一
970,107.2,觭,角一俯一仰也
971,107.3,踦,腳跛又腒綺切
972,107.4,㱦,死也≆說文棄也俗語謂死曰大㱦
973,107.5,崎,崎嶇
974,107.6,𦖊,一隻
975,107.7,碕,石橋
976,107.8,𤘌,虎牙
977,107.9,㥓,𢜩㥓儉[急/意]
978,107.1,䗁,長腳鼅鼄
979,107.11,攲,宗廟宥座之器≆說文又居宜切持去也
980,108.1,宜,≆說文本作𡧗所安也俗作冝亦姓出姓苑魚羈切十一
981,108.2,宐,上同
982,108.3,𠣨,𡪀
983,108.4,㝖,竝古文
984,108.5,儀,儀容又義也正也亦州名本漢湼縣地秦爲上黨郡武德爲遼州又爲箕州今爲儀州亦姓左傳徐大夫儀楚
985,108.6,𥪺,地名在徐
986,108.7,䣡,地名在徐
987,108.8,䴊,鵕䴊神鳥
988,108.9,轙,車上環轡所貫也又音蟻
989,108.1,涯,水畔也又五佳切
990,108.11,崖,崖岸又五佳切
991,109.1,皮,皮膚也釋名曰皮被也被覆體也亦姓出下邳符羈切六
992,109.2,疲,勞也乏也
993,109.3,郫,郫縣名在蜀
994,109.4,罷,倦也亦止也又音矲
995,109.5,㯅,木下[交/支]皃又符支切
996,109.6,犤,[下▼下字當刪▲]小牛也
997,110.1,提,羣飛皃是支切又弟泥切十二
998,110.2,𦑡,上同
999,110.3,㖷,鳥鳴
1000,110.4,匙,匕也
1001,110.5,䈕,≆說文曰簧屬
1002,110.6,堤,堤封頃𠭇漢書作提顔師古曰提封者大舉其封疆也提音題
1003,110.7,禔,福也亦安也喜也又音支
1004,110.8,𦳚,𦳚母即知母草出字林
1005,110.9,忯,愛也
1006,110.1,姼,姼母也又尺氏切
1007,110.11,眂,眂眂[役目/-]
1008,110.12,𣏚,碓衡
1009,111.1,兒,嬰兒又虜姓官氏志云賀兒氏後改爲兒氏汝移切四
1010,111.2,𠒆,上同
1011,111.3,唲,曲從皃楚詞云喔咿嚅唲
1012,111.4,婼,前漢西域傳有婼羌
1013,112.1,離,近曰離逺曰别≆說文曰離黃倉庚鳴則蠶生今用鸝爲鸝黃借離爲離别也又姓孟軻[門人▼門人二字當刪▲]有離婁吕支切三十七
1014,112.2,籬,笊籬又爾雅曰樊藩也郭璞云謂藩籬也
1015,112.3,醨,酒薄
1016,112.4,罹,心憂
1017,112.5,璃,琉璃
1018,112.6,酈,魯地名又音歷
1019,112.7,𣀷,陳也又力米切
1020,112.8,驪,馬深黑色又姓驪戎國之後
1021,112.9,𪖂,𪖂𪕭小䑕相銜行也
1022,112.1,樆,山梨
1023,112.11,鸝,鸝黃
1024,112.12,鵹,上同
1025,112.13,𪅆,上同又𪂈𪅆自爲牝牡
1026,112.14,縭,婦人香纓
1027,112.15,褵,玉篇云衣帶也
1028,112.16,蘺,江蘺蘪蕪别名
1029,112.17,䕻,草木附地生也
1030,112.18,麗,東夷國名又盧計切
1031,112.19,离,明也又卦名案易本作離又丑知切
1032,112.2,䍦,接䍦白帽
1033,112.21,㰚,柴㰚也
1034,112.22,蠡,匈奴傳有谷蠡也[又/谷]音鹿
1035,112.23,䅻,長沙人謂禾二把爲䅻
1036,112.24,孋,孋姬本亦作驪
1037,112.25,漓,水滲入地
1038,112.26,灕,淋灕秋雨也
1039,112.27,𧕯,蚰蜒别名
1040,112.28,㷰,帷中火也又丑知切
1041,112.29,𧕮,螹𧕮蟲名
1042,112.3,攡,太𤣥經云張也
1043,112.31,黐,黏也又丑知切
1044,112.32,矖,矖瞜也
1045,112.33,穲,穲穲黍稷行列
1046,112.34,𢟢,多端又思之也
1047,112.35,𢥗,上同
1048,112.36,謧,弄[語/言]
1049,112.37,劙,分破也
1050,113.1,疵,黑病疾移切八
1051,113.2,骴,残骨又音自
1052,113.3,玼,玉病又七禮切
1053,113.4,茈,𦳓茈草
1054,113.5,𣐑,無𣐑木一名[榆/棆]
1055,113.6,胔,人子腸名
1056,113.7,飺,嫌食皃
1057,113.8,鴜,𪇳鴜水鳥似魚虎蒼黑色又即知切
1058,114.1,貲,貨也財也即移切十六
1059,114.2,頿,≆說文云口上須俗作髭
1060,114.3,鴜,𪇳鴜又疾移切
1061,114.4,𪕊,䑕名似雞
1062,114.5,鮆,魚名又才禮切
1063,114.6,訾,思也又姓何氏姓苑云今齊人本姓蔡氏漢元帝功臣表有樓虚侯訾順
1064,114.7,鄑,鄑城名海在北
1065,114.8,㠿,布名
1066,114.9,媊,≆說文云甘氏星經曰太白上公妻曰女媊居南斗食厲天下祭之曰明星又音[前/翦]
1067,114.1,𨚖,谷名
1068,114.11,㰣,歐也又子賜切
1069,114.12,鈭,鈭錍斧也又千支切
1070,114.13,姕,婦人皃又疾支此移二切
1071,114.14,𦺱,菜名
1072,114.15,䖪,蟲似蟬
1073,114.16,觜,觜星爾雅曰娵觜之口營室東壁也又遵誅切
1074,115.1,羈,馬絆也又馬絡也居宜切九
1075,115.2,畸,殘田
1076,115.3,羇,寄也
1077,115.4,掎,掎角又居綺切
1078,115.5,攲,[-/以]箸取物也≆說文曰持去也又起宜切
1079,115.6,竒,不偶也又虧也又渠羈切
1080,115.7,㱦,棄也又丘奇切
1081,115.8,妓,妓姕態皃又渠綺切
1082,115.9,躸,躸身單皃
1083,116.1,卑,下也賤也亦姓蔡邕胡太傅碑有太傅[椽/掾]鴈門卑整府移切十一
1084,116.2,鵯,鵯鶋鳥又音匹
1085,116.3,椑,木名似𣐈荆州記曰宜都出大椑潘岳閑居賦云烏椑之𣐈
1086,116.4,箄,取魚竹器
1087,116.5,裨,裨補也增也與也附也助也又音陴
1088,116.6,鞞,牛鞞縣在蜀又薄迷脯鼎二切
1089,116.7,𩔹,須髪半白
1090,116.8,痺,[痺/庳]下也又音婢
1091,116.9,渒,水名
