漢字識別號,字,字義,小韻識別號,小韻字,小韻切語,小韻標音,小韻目次,廣韻聲母,聲母碼,七聲類,發音部位,清濁,發送收,廣韻韻母,韻母碼,攝,韻系,韻目,調,呼,等,等呼
20167,𦨈,古文,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20168,茯,茯苓,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20169,馥,香氣芬馥,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20170,鵩,不祥鳥,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20171,鞴,韋囊步靫,2207,備,平祕,pi7,4.06至,並,p,脣音,重脣音,全濁,,脂開3舒聲,i,止,脂,至,去,開,3,開細
20172,蕧,旋蕧藥名,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20173,輹,車輹兔,3198,福,方六,hiok4,5.01屋,非,h,脣音,輕脣音,全清,發聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20174,𨋩,上同,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20175,澓,澓流又姓漢宣帝時有東海澓仲翁,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20176,椱,織椱卷繒者,3053,復,扶富,hiu7,4.49宥,奉,h,脣音,輕脣音,全濁,,尤開3舒聲,iu,流,尤,宥,去,開,3,開細
20177,洑,洄流,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20178,箙,盛弓弩器,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20179,𩋟,上同,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20180,𨌥,車笭閒皮篋也,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20181,𤸑,音譜云病重發也,3043,副,敷救,hiu3,4.49宥,敷,h,脣音,輕脣音,次清,送氣,尤開3舒聲,iu,流,尤,宥,去,開,3,開細
20182,𪃃,𪃃鶝即戴勝也,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20183,𩢰,馬也,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20184,𥨍,地室,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20185,棴,木出崐崘山也,3188,速,桑谷,sok4,5.01屋,心,s,齒音,齒頭音,全清,送氣,東開1促聲,ok,通,東,屋,入,開,1,獨洪
20186,复,行故道也說文作𡕨,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20187,畐,滿也,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20188,𩊙,車具,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20189,絥,並上同,2207,備,平祕,pi7,4.06至,並,p,脣音,重脣音,全濁,,脂開3舒聲,i,止,脂,至,去,開,3,開細
20190,𩎧,蘆菔菜也,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20191,菔,蘆菔菜也,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20192,匐,匍匐伏地皃又蒲北切,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20193,鰒,海魚名,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20194,𥪋,見〾鬼皃,3189,禄,盧谷,lok8,5.01屋,來,l,半舌音,半舌,次濁,收聲,東開1促聲,ok,通,東,屋,入,開,1,獨洪
20195,栿,梁栿,3199,伏,房六,hiok8,5.01屋,奉,h,脣音,輕脣音,全濁,,東開3促聲,iok,通,東,屋,入,開,3,獨細
20196,縮,斂也退也短也亂也所六切十三,3200,縮,所六,siok4,5.01屋,生,s,齒音,正齒近齒頭,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20197,莤,說文曰禮祭束茆加于祼圭而灌鬯酒是爲莤象神歆之也一曰榼上塞也,3200,縮,所六,siok4,5.01屋,生,s,齒音,正齒近齒頭,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20198,𩘹,風聲,3200,縮,所六,siok4,5.01屋,生,s,齒音,正齒近齒頭,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20199,𧼭,趜𧼭體不伸也趜渠六切,1006,𢯱,所鳩,siu1,2.18尤,生,s,齒音,正齒近齒頭,全清,送氣,尤開3舒聲,iu,流,尤,尤,平,開,3,開細
20200,樎,馬櫪,3200,縮,所六,siok4,5.01屋,生,s,齒音,正齒近齒頭,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20201,謖,起也,3200,縮,所六,siok4,5.01屋,生,s,齒音,正齒近齒頭,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20202,䎘,鳥飛,3200,縮,所六,siok4,5.01屋,生,s,齒音,正齒近齒頭,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20203,㩋,擊聲,648,蕭,蘇彫,siau1,2.03蕭,心,s,齒音,齒頭音,全清,送氣,蕭開4舒聲,iau,效,蕭,蕭,平,開,4,開細
20204,蹜,文字音義云烏鵲醜其飛掌蹜在腹下也,3200,縮,所六,siok4,5.01屋,生,s,齒音,正齒近齒頭,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20205,摍,抽也顔叔也納鄰之嫠婦執燭燭盡摍屋以繼之,3200,縮,所六,siok4,5.01屋,生,s,齒音,正齒近齒頭,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20206,𧐴,蝍𧐴尺蠖,3200,縮,所六,siok4,5.01屋,生,s,齒音,正齒近齒頭,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20207,摵,到也又子六切,3200,縮,所六,siok4,5.01屋,生,s,齒音,正齒近齒頭,全清,送氣,東開3促聲,iok,通,東,屋,入,開,3,獨細
20208,謏,小也又蘇了切,1664,篠,先鳥,siau2,3.29篠,心,s,齒音,齒頭音,全清,送氣,蕭開4舒聲,iau,效,蕭,篠,上,開,4,開細
20209,六,數也力竹切二十二,3201,六,力竹,liok8,5.01屋,來,l,半舌音,半舌,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20210,陸,髙平曰陸又髙也厚也亦陸離參差也又姓出吳郡河南二望本自古天子陸終後,3201,六,力竹,liok8,5.01屋,來,l,半舌音,半舌,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20211,戮,刑戮說文殺也爾雅病也,3201,六,力竹,liok8,5.01屋,來,l,半舌音,半舌,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20212,剹,上同,3201,六,力竹,liok8,5.01屋,來,l,半舌音,半舌,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20213,勠,勠力併力也又音留,988,劉,力求,liu5,2.18尤,來,l,半舌音,半舌,次濁,收聲,尤開3舒聲,iu,流,尤,尤,平,開,3,開細
20214,稑,穜稑先種後熟曰穜後種先熟曰稑,3201,六,力竹,liok8,5.01屋,來,l,半舌音,半舌,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20215,穋,上同,3201,六,力竹,liok8,5.01屋,來,l,半舌音,半舌,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20216,鵱,鵱鷜野鵝,3201,六,力竹,liok8,5.01屋,來,l,半舌音,半舌,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20217,蓼,蓼莪詩傳云蓼長大貌,1667,了,盧鳥,liau2,3.29篠,來,l,半舌音,半舌,次濁,收聲,蕭開4舒聲,iau,效,蕭,篠,上,開,4,開細
20218,𦾷,上同,3201,六,力竹,liok8,5.01屋,來,l,半舌音,半舌,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20219,𩣱,𩣱良健馬,3201,六,力竹,liok8,5.01屋,來,l,半舌音,半舌,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20220,鯥,魚名似牛蛇尾出山海經,3201,六,力竹,liok8,5.01屋,來,l,半舌音,半舌,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20221,𦸐,蔏𦸐,3201,六,力竹,liok8,5.01屋,來,l,半舌音,半舌,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20222,磟,磟碡,3189,禄,盧谷,lok8,5.01屋,來,l,半舌音,半舌,次濁,收聲,東開1促聲,ok,通,東,屋,入,開,1,獨洪
20223,𧌉,魁𧌉,3201,六,力竹,liok8,5.01屋,來,l,半舌音,半舌,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20224,淕,凝雨澤也,3201,六,力竹,liok8,5.01屋,來,l,半舌音,半舌,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
20225,䡜,轓䡜車箱,3201,六,力竹,liok8,5.01屋,來,l,半舌音,半舌,次濁,收聲,東開3促聲,iok,通,東,屋,入,開,3,獨細
