小韻識別號,上字表識別號,下字表識別號,小韻字,小韻切語,小韻標音,小韻目次,小韻字序號,廣韻聲母,七聲類,發音部位,清濁,發送收,聲母碼,聲母國際音標,白話字聲母,閩拼聲母,台羅聲母,方音聲母,十五音聲母,廣韻韻母,目次,攝,韻系,韻目,調,呼,等,等呼,韻母碼,韻母國際音標,白話字韻母,閩拼韻母,台羅韻母,方音韻母,十五音韻母
114,21,21,貲,即移,ci1,1.05支,28,精,齒音,齒頭音,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
115,17,21,羈,居宜,ki1,1.05支,29,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
116,5,21,卑,府移,hi1,1.05支,30,非,脣音,輕脣音,全清,發聲,h,h,h,h,h,ㄏ,喜,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
117,7,21,陴,符支,hi5,1.05支,31,奉,脣音,輕脣音,全濁,,h,h,h,h,h,ㄏ,喜,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
118,33,21,䌳,式支,si1,1.05支,32,書,齒音,正齒近舌上,全清,送氣,s,s,s,s,s,ㄙ,時,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
119,24,21,斯,息移,si1,1.05支,33,心,齒音,齒頭音,全清,送氣,s,s,s,s,s,ㄙ,時,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
120,28,21,差,楚宜,chi1,1.05支,34,初,齒音,正齒近齒頭,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
121,14,21,摛,丑知,thi1,1.05支,35,徹,舌音,舌上音,次清,送氣,th,tʰ,th,t,th,ㄊ,他,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
122,8,21,彌,武移,bi5,1.05支,36,微,脣音,輕脣音,次濁,收聲,b,b,b,bb,b,ㆠ,門,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
123,22,21,雌,此移,chi1,1.05支,37,清,齒音,齒頭音,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
124,13,21,知,陟移,ti1,1.05支,38,知,舌音,舌上音,全清,發聲,t,t,t,d,t,ㄉ,地,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
125,36,21,漪,於離,Øi1,1.05支,39,影,喉音,喉音,全清,發聲,Ø,,,,,,英,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
126,15,21,馳,直離,ti5,1.05支,40,澄,舌音,舌上音,全濁,,t,t,t,d,t,ㄉ,地,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
127,24,25,眭,息爲,sui1,1.05支,41,心,齒音,齒頭音,全清,送氣,s,s,s,s,s,ㄙ,時,支合3舒聲,1.05支,止,支,支,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
128,20,25,危,魚爲,gui5,1.05支,42,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,支合3舒聲,1.05支,止,支,支,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
129,37,21,詑,香支,hi1,1.05支,43,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
130,32,21,釃,所宜,si1,1.05支,44,生,齒音,正齒近齒頭,全清,送氣,s,s,s,s,s,ㄙ,時,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
131,32,25,䪎,山垂,sui1,1.05支,45,生,齒音,正齒近齒頭,全清,送氣,s,s,s,s,s,ㄙ,時,支合3舒聲,1.05支,止,支,支,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
132,42,25,痿,人垂,jui5,1.05支,46,日,半齒音,半齒,次濁,收聲,j,ʣ,j,zz,j,ㆡ,入,支合3舒聲,1.05支,止,支,支,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
133,21,21,厜,姊移,ci1,1.05支,47,精,齒音,齒頭音,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
134,17,25,𩓸,居隋,kui1,1.05支,48,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,支合3舒聲,1.05支,止,支,支,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
135,21,25,劑,遵爲,cui1,1.05支,49,精,齒音,齒頭音,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,支合3舒聲,1.05支,止,支,支,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
136,28,25,衰,楚危,chui1,1.05支,50,初,齒音,正齒近齒頭,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,支合3舒聲,1.05支,止,支,支,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
137,13,25,腄,竹垂,tui1,1.05支,51,知,舌音,舌上音,全清,發聲,t,t,t,d,t,ㄉ,地,支合3舒聲,1.05支,止,支,支,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
138,21,25,䮔,子垂,cui1,1.05支,52,精,齒音,齒頭音,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,支合3舒聲,1.05支,止,支,支,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
139,29,21,眵,叱支,chi1,1.05支,53,昌,齒音,正齒近舌上,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
140,26,21,齜,側移,ci1,1.05支,54,莊,齒音,正齒近齒頭,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
141,2,21,𤿎,匹支,phi1,1.05支,55,滂,脣音,重脣音,次清,送氣,ph,pʰ,ph,p,ph,ㄆ,頗,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
142,39,25,䔺,悅吹,Øui5,1.05支,56,以,喉音,喉音,次濁,發聲,Ø,,,,,,英,支合3舒聲,1.05支,止,支,支,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
143,30,21,齹,士移,ci5,1.05支,57,崇,齒音,正齒近齒頭,全濁,,c,ʦ,ch,z,ts,ㄗ,曾,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
144,27,29,脂,旨夷,ci1,1.06脂,1,章,齒音,正齒近舌上,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
145,39,29,姨,以脂,Øi5,1.06脂,2,以,喉音,喉音,次濁,發聲,Ø,,,,,,英,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
146,32,29,師,䟽夷,si1,1.06脂,3,生,齒音,正齒近齒頭,全清,送氣,s,s,s,s,s,ㄙ,時,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
147,7,29,𣬈,房脂,hi5,1.06脂,4,奉,脣音,輕脣音,全濁,,h,h,h,h,h,ㄏ,喜,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
148,21,29,咨,即夷,ci1,1.06脂,5,精,齒音,齒頭音,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
149,17,29,飢,居夷,ki1,1.06脂,6,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
150,29,29,鴟,處脂,chi1,1.06脂,7,昌,齒音,正齒近舌上,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
151,14,29,絺,丑飢,thi1,1.06脂,8,徹,舌音,舌上音,次清,送氣,th,tʰ,th,t,th,ㄊ,他,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
152,22,29,郪,取私,chi1,1.06脂,9,清,齒音,齒頭音,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
153,23,29,茨,疾資,ci5,1.06脂,10,從,齒音,齒頭音,全濁,,c,ʦ,ch,z,ts,ㄗ,曾,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
154,16,29,尼,女夷,li5,1.06脂,11,娘,舌音,舌上音,次濁,收聲,l,l,l,l,l,ㄌ,柳,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
155,15,29,墀,直尼,ti5,1.06脂,12,澄,舌音,舌上音,全濁,,t,t,t,d,t,ㄉ,地,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
156,24,29,私,息夷,si1,1.06脂,13,心,齒音,齒頭音,全清,送氣,s,s,s,s,s,ㄙ,時,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
157,33,37,尸,式之,si1,1.06脂,14,書,齒音,正齒近舌上,全清,送氣,s,s,s,s,s,ㄙ,時,之開3舒聲,1.07之,止,之,之,平,開,3,開細,i,i,i,i,i,ㄧ,居
158,19,29,鬐,渠脂,ki5,1.06脂,15,群,牙音,牙音,全濁,,k,k,k,g,k,ㄍ,求,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
159,36,29,伊,於脂,Øi1,1.06脂,16,影,喉音,喉音,全清,發聲,Ø,,,,,,英,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
160,41,29,棃,力脂,li5,1.06脂,17,來,半舌音,半舌,次濁,收聲,l,l,l,l,l,ㄌ,柳,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
161,19,25,葵,渠隹,kui5,1.06脂,18,群,牙音,牙音,全濁,,k,k,k,g,k,ㄍ,求,支合3舒聲,1.05支,止,支,支,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
162,13,25,追,陟隹,tui1,1.06脂,19,知,舌音,舌上音,全清,發聲,t,t,t,d,t,ㄉ,地,支合3舒聲,1.05支,止,支,支,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
163,17,33,龜,居追,kui1,1.06脂,20,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,脂合3舒聲,1.06脂,止,脂,脂,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
164,42,25,蕤,儒隹,jui5,1.06脂,21,日,半齒音,半齒,次濁,收聲,j,ʣ,j,zz,j,ㆡ,入,支合3舒聲,1.05支,止,支,支,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
165,32,33,衰,所追,sui1,1.06脂,22,生,齒音,正齒近齒頭,全清,送氣,s,s,s,s,s,ㄙ,時,脂合3舒聲,1.06脂,止,脂,脂,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
166,39,33,惟,以追,Øui5,1.06脂,23,以,喉音,喉音,次濁,發聲,Ø,,,,,,英,脂合3舒聲,1.06脂,止,脂,脂,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
167,41,33,㶟,力追,lui5,1.06脂,24,來,半舌音,半舌,次濁,收聲,l,l,l,l,l,ㄌ,柳,脂合3舒聲,1.06脂,止,脂,脂,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
168,24,33,綏,息遺,sui1,1.06脂,25,心,齒音,齒頭音,全清,送氣,s,s,s,s,s,ㄙ,時,脂合3舒聲,1.06脂,止,脂,脂,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
169,19,33,逵,渠追,kui5,1.06脂,26,群,牙音,牙音,全濁,,k,k,k,g,k,ㄍ,求,脂合3舒聲,1.06脂,止,脂,脂,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
170,8,29,眉,武悲,bi5,1.06脂,27,微,脣音,輕脣音,次濁,收聲,b,b,b,bb,b,ㆠ,門,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
171,5,29,悲,府眉,hi1,1.06脂,28,非,脣音,輕脣音,全清,發聲,h,h,h,h,h,ㄏ,喜,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
172,27,33,錐,職追,cui1,1.06脂,29,章,齒音,正齒近舌上,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,脂合3舒聲,1.06脂,止,脂,脂,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
173,34,25,誰,視隹,sui5,1.06脂,30,禪,齒音,正齒近齒頭,全濁,送氣,s,s,s,s,s,ㄙ,時,支合3舒聲,1.05支,止,支,支,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
174,40,29,帷,洧悲,Øi5,1.06脂,31,云,喉音,喉音,次濁,發聲,Ø,,,,,,英,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
175,7,29,邳,符悲,hi5,1.06脂,32,奉,脣音,輕脣音,全濁,,h,h,h,h,h,ㄏ,喜,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
176,6,29,丕,敷悲,hi1,1.06脂,33,敷,脣音,輕脣音,次清,送氣,h,h,h,h,h,ㄏ,喜,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
177,37,33,倠,許維,hui1,1.06脂,34,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,脂合3舒聲,1.06脂,止,脂,脂,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
178,15,33,鎚,直追,tui5,1.06脂,35,澄,舌音,舌上音,全濁,,t,t,t,d,t,ㄉ,地,脂合3舒聲,1.06脂,止,脂,脂,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
179,28,25,推,叉隹,chui1,1.06脂,36,初,齒音,正齒近齒頭,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,支合3舒聲,1.05支,止,支,支,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
180,9,29,胝,丁尼,ti1,1.06脂,37,端,舌音,舌頭音,全清,發聲,t,t,t,d,t,ㄉ,地,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
181,2,29,紕,匹夷,phi1,1.06脂,38,滂,脣音,重脣音,次清,送氣,ph,pʰ,ph,p,ph,ㄆ,頗,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
182,21,33,嶉,醉綏,cui1,1.06脂,39,精,齒音,齒頭音,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,脂合3舒聲,1.06脂,止,脂,脂,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
183,18,33,巋,丘追,khui1,1.06脂,40,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,脂合3舒聲,1.06脂,止,脂,脂,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
184,20,21,狋,牛肌,gi5,1.06脂,41,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
185,37,29,咦,喜夷,hi1,1.06脂,42,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,脂開3舒聲,1.06脂,止,脂,脂,平,開,3,開細,i,i,i,i,i,ㄧ,居
186,27,37,之,止而,ci1,1.07之,1,章,齒音,正齒近舌上,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,之開3舒聲,1.07之,止,之,之,平,開,3,開細,i,i,i,i,i,ㄧ,居
187,39,37,飴,與之,Øi5,1.07之,2,以,喉音,喉音,次濁,發聲,Ø,,,,,,英,之開3舒聲,1.07之,止,之,之,平,開,3,開細,i,i,i,i,i,ㄧ,居
188,34,37,時,市之,si5,1.07之,3,禪,齒音,正齒近齒頭,全濁,送氣,s,s,s,s,s,ㄙ,時,之開3舒聲,1.07之,止,之,之,平,開,3,開細,i,i,i,i,i,ㄧ,居
189,20,21,疑,語其,gi5,1.07之,4,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
190,24,21,思,息兹,si1,1.07之,5,心,齒音,齒頭音,全清,送氣,s,s,s,s,s,ㄙ,時,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
191,28,37,輜,楚持,chi1,1.07之,6,初,齒音,正齒近齒頭,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,之開3舒聲,1.07之,止,之,之,平,開,3,開細,i,i,i,i,i,ㄧ,居
192,19,37,其,渠之,ki5,1.07之,7,群,牙音,牙音,全濁,,k,k,k,g,k,ㄍ,求,之開3舒聲,1.07之,止,之,之,平,開,3,開細,i,i,i,i,i,ㄧ,居
193,33,37,詩,書之,si1,1.07之,8,書,齒音,正齒近舌上,全清,送氣,s,s,s,s,s,ㄙ,時,之開3舒聲,1.07之,止,之,之,平,開,3,開細,i,i,i,i,i,ㄧ,居
194,42,37,而,如之,ji5,1.07之,9,日,半齒音,半齒,次濁,收聲,j,ʣ,j,zz,j,ㆡ,入,之開3舒聲,1.07之,止,之,之,平,開,3,開細,i,i,i,i,i,ㄧ,居
195,18,21,欺,去其,khi1,1.07之,10,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
196,17,37,姬,居之,ki1,1.07之,11,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,之開3舒聲,1.07之,止,之,之,平,開,3,開細,i,i,i,i,i,ㄧ,居
197,25,21,詞,似兹,si5,1.07之,12,邪,齒音,齒頭音,全濁,送氣,s,s,s,s,s,ㄙ,時,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
198,41,37,釐,里之,li5,1.07之,13,來,半舌音,半舌,次濁,收聲,l,l,l,l,l,ㄌ,柳,之開3舒聲,1.07之,止,之,之,平,開,3,開細,i,i,i,i,i,ㄧ,居
199,26,37,葘,側持,ci1,1.07之,14,莊,齒音,正齒近齒頭,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,之開3舒聲,1.07之,止,之,之,平,開,3,開細,i,i,i,i,i,ㄧ,居
200,37,21,僖,許其,hi1,1.07之,15,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
201,36,21,醫,於其,Øi1,1.07之,16,影,喉音,喉音,全清,發聲,Ø,,,,,,英,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
202,14,37,癡,丑之,thi1,1.07之,17,徹,舌音,舌上音,次清,送氣,th,tʰ,th,t,th,ㄊ,他,之開3舒聲,1.07之,止,之,之,平,開,3,開細,i,i,i,i,i,ㄧ,居
203,15,37,治,直之,ti5,1.07之,18,澄,舌音,舌上音,全濁,,t,t,t,d,t,ㄉ,地,之開3舒聲,1.07之,止,之,之,平,開,3,開細,i,i,i,i,i,ㄧ,居
204,29,37,蚩,赤之,chi1,1.07之,19,昌,齒音,正齒近舌上,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,之開3舒聲,1.07之,止,之,之,平,開,3,開細,i,i,i,i,i,ㄧ,居
205,23,37,慈,疾之,ci5,1.07之,20,從,齒音,齒頭音,全濁,,c,ʦ,ch,z,ts,ㄗ,曾,之開3舒聲,1.07之,止,之,之,平,開,3,開細,i,i,i,i,i,ㄧ,居
206,21,37,兹,子之,ci1,1.07之,21,精,齒音,齒頭音,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,之開3舒聲,1.07之,止,之,之,平,開,3,開細,i,i,i,i,i,ㄧ,居
207,30,37,茬,士之,ci5,1.07之,22,崇,齒音,正齒近齒頭,全濁,,c,ʦ,ch,z,ts,ㄗ,曾,之開3舒聲,1.07之,止,之,之,平,開,3,開細,i,i,i,i,i,ㄧ,居
208,31,21,漦,俟甾,ci5,1.07之,23,俟,齒音,正齒近舌上,全濁,送氣,c,ʦ,ch,z,ts,ㄗ,曾,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
209,18,37,抾,丘之,khi1,1.07之,24,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,之開3舒聲,1.07之,止,之,之,平,開,3,開細,i,i,i,i,i,ㄧ,居
210,33,21,䀵,式其,si1,1.07之,25,書,齒音,正齒近舌上,全清,送氣,s,s,s,s,s,ㄙ,時,支開3舒聲,1.05支,止,支,支,平,開,3,開細,i,i,i,i,i,ㄧ,居
211,8,45,微,無非,bui5,1.08微,1,微,脣音,輕脣音,次濁,收聲,b,b,b,bb,b,ㆠ,門,微合3舒聲,1.08微,止,微,微,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
212,37,45,揮,許歸,hui1,1.08微,2,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,微合3舒聲,1.08微,止,微,微,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
213,40,45,幃,雨非,Øui5,1.08微,3,云,喉音,喉音,次濁,發聲,Ø,,,,,,英,微合3舒聲,1.08微,止,微,微,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
214,6,45,霏,芳非,hui1,1.08微,4,敷,脣音,輕脣音,次清,送氣,h,h,h,h,h,ㄏ,喜,微合3舒聲,1.08微,止,微,微,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
215,5,45,猆,甫微,hui1,1.08微,5,非,脣音,輕脣音,全清,發聲,h,h,h,h,h,ㄏ,喜,微合3舒聲,1.08微,止,微,微,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
216,7,45,肥,符非,hui5,1.08微,6,奉,脣音,輕脣音,全濁,,h,h,h,h,h,ㄏ,喜,微合3舒聲,1.08微,止,微,微,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
217,36,45,威,於非,Øui1,1.08微,7,影,喉音,喉音,全清,發聲,Ø,,,,,,英,微合3舒聲,1.08微,止,微,微,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
218,19,41,祈,渠希,ki5,1.08微,8,群,牙音,牙音,全濁,,k,k,k,g,k,ㄍ,求,微開3舒聲,1.08微,止,微,微,平,開,3,開細,i,i,i,i,i,ㄧ,居
219,17,41,機,居依,ki1,1.08微,9,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,微開3舒聲,1.08微,止,微,微,平,開,3,開細,i,i,i,i,i,ㄧ,居
220,37,41,希,香衣,hi1,1.08微,10,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,微開3舒聲,1.08微,止,微,微,平,開,3,開細,i,i,i,i,i,ㄧ,居
221,36,41,依,於希,Øi1,1.08微,11,影,喉音,喉音,全清,發聲,Ø,,,,,,英,微開3舒聲,1.08微,止,微,微,平,開,3,開細,i,i,i,i,i,ㄧ,居
222,20,41,沂,魚衣,gi5,1.08微,12,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,微開3舒聲,1.08微,止,微,微,平,開,3,開細,i,i,i,i,i,ㄧ,居
223,20,45,巍,語韋,gui5,1.08微,13,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,微合3舒聲,1.08微,止,微,微,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
224,17,45,歸,舉韋,kui1,1.08微,14,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,微合3舒聲,1.08微,止,微,微,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
225,18,45,蘬,丘韋,khui1,1.08微,15,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,微合3舒聲,1.08微,止,微,微,平,合,3,合細,ui,ui,ui,ui,ui,ㄨㄧ,規
226,20,49,魚,語居,gi5,1.09魚,1,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,魚開3舒聲,1.09魚,遇,魚,魚,平,開,3,獨細,i,i,i,i,i,ㄧ,居
227,28,49,初,楚居,chi1,1.09魚,2,初,齒音,正齒近齒頭,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,魚開3舒聲,1.09魚,遇,魚,魚,平,開,3,獨細,i,i,i,i,i,ㄧ,居
228,33,49,書,傷魚,si1,1.09魚,3,書,齒音,正齒近舌上,全清,送氣,s,s,s,s,s,ㄙ,時,魚開3舒聲,1.09魚,遇,魚,魚,平,開,3,獨細,i,i,i,i,i,ㄧ,居
229,17,49,居,九魚,ki1,1.09魚,4,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,魚開3舒聲,1.09魚,遇,魚,魚,平,開,3,獨細,i,i,i,i,i,ㄧ,居
230,19,49,渠,強魚,ki5,1.09魚,5,群,牙音,牙音,全濁,,k,k,k,g,k,ㄍ,求,魚開3舒聲,1.09魚,遇,魚,魚,平,開,3,獨細,i,i,i,i,i,ㄧ,居
231,39,49,余,以諸,Øi5,1.09魚,6,以,喉音,喉音,次濁,發聲,Ø,,,,,,英,魚開3舒聲,1.09魚,遇,魚,魚,平,開,3,獨細,i,i,i,i,i,ㄧ,居
232,24,49,胥,相居,si1,1.09魚,7,心,齒音,齒頭音,全清,送氣,s,s,s,s,s,ㄙ,時,魚開3舒聲,1.09魚,遇,魚,魚,平,開,3,獨細,i,i,i,i,i,ㄧ,居
233,22,49,疽,七余,chi1,1.09魚,8,清,齒音,齒頭音,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,魚開3舒聲,1.09魚,遇,魚,魚,平,開,3,獨細,i,i,i,i,i,ㄧ,居
234,30,49,鉏,士魚,ci5,1.09魚,9,崇,齒音,正齒近齒頭,全濁,,c,ʦ,ch,z,ts,ㄗ,曾,魚開3舒聲,1.09魚,遇,魚,魚,平,開,3,獨細,i,i,i,i,i,ㄧ,居
