識別號,漢字,切音,字韻,聲調,原資料拼音,舒促聲,聲,韻,調,拼音碼,雅俗通標音,十五音標音,常用度
4859,漚,英,沽,上上,ou2,舒聲,q,oo,2,qoo2,沽上上聲英,沽二英,0.01
4860,嫗,英,沽,上上,ou2,舒聲,q,oo,2,qoo2,沽上上聲英,沽二英,
4861,嘔,英,沽,上上,ou2,舒聲,q,oo,2,qoo2,沽上上聲英,沽二英,
4862,歐,英,沽,上上,ou2,舒聲,q,oo,2,qoo2,沽上上聲英,沽二英,0.01
4863,甌,英,沽,上上,ou2,舒聲,q,oo,2,qoo2,沽上上聲英,沽二英,
4864,喒,英,沽,上上,ou2,舒聲,q,oo,2,qoo2,沽上上聲英,沽二英,
4865,埡,英,沽,上上,ou2,舒聲,q,oo,2,qoo2,沽上上聲英,沽二英,
4866,畝,門,沽,上上,bou2,舒聲,b,oo,2,boo2,沽上上聲門,沽二門,
4867,畆,門,沽,上上,bou2,舒聲,b,oo,2,boo2,沽上上聲門,沽二門,
4868,牡,門,沽,上上,bou2,舒聲,b,oo,2,boo2,沽上上聲門,沽二門,
4869,姥,門,沽,上上,bou2,舒聲,b,oo,2,boo2,沽上上聲門,沽二門,
4870,姆,門,沽,上上,bou2,舒聲,b,oo,2,boo2,沽上上聲門,沽二門,
4871,母,門,沽,上上,bou2,舒聲,b,oo,2,boo2,沽上上聲門,沽二門,
4872,某,門,沽,上上,bou2,舒聲,b,oo,2,boo2,沽上上聲門,沽二門,
4873,厶,門,沽,上上,bou2,舒聲,b,oo,2,boo2,沽上上聲門,沽二門,
4874,栂,門,沽,上上,bou2,舒聲,b,oo,2,boo2,沽上上聲門,沽二門,
4875,楚,出,沽,上上,tshou2,舒聲,c,oo,2,coo2,沽上上聲出,沽二出,0.01
4876,濋,出,沽,上上,tshou2,舒聲,c,oo,2,coo2,沽上上聲出,沽二出,
4877,礎,出,沽,上上,tshou2,舒聲,c,oo,2,coo2,沽上上聲出,沽二出,
4878,虎,喜,沽,上上,hou2,舒聲,h,oo,2,hoo2,沽上上聲喜,沽二喜,
4879,䗂,喜,沽,上上,hou2,舒聲,h,oo,2,hoo2,沽上上聲喜,沽二喜,
4880,否,喜,沽,上上,hou2,舒聲,h,oo,2,hoo2,沽上上聲喜,沽二喜,
4881,不,喜,沽,上上,hou2,舒聲,h,oo,2,hoo2,沽上上聲喜,沽二喜,
4882,岵,喜,沽,上上,hou2,舒聲,h,oo,2,hoo2,沽上上聲喜,沽二喜,
4883,滸,喜,沽,上上,hou2,舒聲,h,oo,2,hoo2,沽上上聲喜,沽二喜,
4884,缶,喜,沽,上上,hou2,舒聲,h,oo,2,hoo2,沽上上聲喜,沽二喜,
4885,吼,喜,沽,上上,hou2,舒聲,h,oo,2,hoo2,沽上上聲喜,沽二喜,
4886,冔,喜,沽,上上,hou2,舒聲,h,oo,2,hoo2,沽上上聲喜,沽二喜,
4887,布,邊,沽,上去,pou3,舒聲,p,oo,3,poo3,沽上去聲邊,沽三邊,
4888,佈,邊,沽,上去,pou3,舒聲,p,oo,3,poo3,沽上去聲邊,沽三邊,
4889,抪,邊,沽,上去,pou3,舒聲,p,oo,3,poo3,沽上去聲邊,沽三邊,
4890,怖,邊,沽,上去,pou3,舒聲,p,oo,3,poo3,沽上去聲邊,沽三邊,
4891,𧦞,邊,沽,上去,pou3,舒聲,p,oo,3,poo3,沽上去聲邊,沽三邊,
4892,傅,邊,沽,上去,pou3,舒聲,p,oo,3,poo3,沽上去聲邊,沽三邊,
4893,固,求,沽,上去,kou3,舒聲,k,oo,3,koo3,沽上去聲求,沽三求,
4894,痼,求,沽,上去,kou3,舒聲,k,oo,3,koo3,沽上去聲求,沽三求,
4895,錮,求,沽,上去,kou3,舒聲,k,oo,3,koo3,沽上去聲求,沽三求,
4896,雇,求,沽,上去,kou3,舒聲,k,oo,3,koo3,沽上去聲求,沽三求,
4897,僱,求,沽,上去,kou3,舒聲,k,oo,3,koo3,沽上去聲求,沽三求,
4898,顧,求,沽,上去,kou3,舒聲,k,oo,3,koo3,沽上去聲求,沽三求,
4899,句,求,沽,上去,kou3,舒聲,k,oo,3,koo3,沽上去聲求,沽三求,
4900,雊,求,沽,上去,kou3,舒聲,k,oo,3,koo3,沽上去聲求,沽三求,
4901,夠,求,沽,上去,kou3,舒聲,k,oo,3,koo3,沽上去聲求,沽三求,
4902,媾,求,沽,上去,kou3,舒聲,k,oo,3,koo3,沽上去聲求,沽三求,
4903,構,求,沽,上去,kou3,舒聲,k,oo,3,koo3,沽上去聲求,沽三求,
4904,搆,求,沽,上去,kou3,舒聲,k,oo,3,koo3,沽上去聲求,沽三求,
4905,購,求,沽,上去,kou3,舒聲,k,oo,3,koo3,沽上去聲求,沽三求,
4906,遘,求,沽,上去,kou3,舒聲,k,oo,3,koo3,沽上去聲求,沽三求,
4907,覯,求,沽,上去,kou3,舒聲,k,oo,3,koo3,沽上去聲求,沽三求,
4908,姤,求,沽,上去,kou3,舒聲,k,oo,3,koo3,沽上去聲求,沽三求,
4909,詬,求,沽,上去,kou3,舒聲,k,oo,3,koo3,沽上去聲求,沽三求,
4910,彀,求,沽,上去,kou3,舒聲,k,oo,3,koo3,沽上去聲求,沽三求,
4911,故,求,沽,上去,kou3,舒聲,k,oo,3,koo3,沽上去聲求,沽三求,
4912,叩,去,沽,上去,khou3,舒聲,kh,oo,3,khoo3,沽上去聲去,沽三去,
4913,扣,去,沽,上去,khou3,舒聲,kh,oo,3,khoo3,沽上去聲去,沽三去,
4914,𥲃,去,沽,上去,khou3,舒聲,kh,oo,3,khoo3,沽上去聲去,沽三去,
4915,寇,去,沽,上去,khou3,舒聲,kh,oo,3,khoo3,沽上去聲去,沽三去,
4916,蔻,去,沽,上去,khou3,舒聲,kh,oo,3,khoo3,沽上去聲去,沽三去,
4917,佝,去,沽,上去,khou3,舒聲,kh,oo,3,khoo3,沽上去聲去,沽三去,
4918,袴,去,沽,上去,khou3,舒聲,kh,oo,3,khoo3,沽上去聲去,沽三去,
4919,褲,去,沽,上去,khou3,舒聲,kh,oo,3,khoo3,沽上去聲去,沽三去,
4920,庫,去,沽,上去,khou3,舒聲,kh,oo,3,khoo3,沽上去聲去,沽三去,
4921,釦,去,沽,上去,khou3,舒聲,kh,oo,3,khoo3,沽上去聲去,沽三去,
4922,𩊓,去,沽,上去,khou3,舒聲,kh,oo,3,khoo3,沽上去聲去,沽三去,0.01
4923,鬭,地,沽,上去,tou3,舒聲,t,oo,3,too3,沽上去聲地,沽三地,
4924,鬪,地,沽,上去,tou3,舒聲,t,oo,3,too3,沽上去聲地,沽三地,
4925,鬦,地,沽,上去,tou3,舒聲,t,oo,3,too3,沽上去聲地,沽三地,
4926,鬥,地,沽,上去,tou3,舒聲,t,oo,3,too3,沽上去聲地,沽三地,
4927,妒,地,沽,上去,tou3,舒聲,t,oo,3,too3,沽上去聲地,沽三地,
4928,妬,地,沽,上去,tou3,舒聲,t,oo,3,too3,沽上去聲地,沽三地,0.01
4929,柘,地,沽,上去,tou3,舒聲,t,oo,3,too3,沽上去聲地,沽三地,
4930,蠹,地,沽,上去,tou3,舒聲,t,oo,3,too3,沽上去聲地,沽三地,0.01
4931,斁,地,沽,上去,tou3,舒聲,t,oo,3,too3,沽上去聲地,沽三地,
4932,𪐞,地,沽,上去,tou3,舒聲,t,oo,3,too3,沽上去聲地,沽三地,
4933,鋪,頗,沽,上去,phou3,舒聲,ph,oo,3,phoo3,沽上去聲頗,沽三頗,0.01
4934,舖,頗,沽,上去,phou3,舒聲,ph,oo,3,phoo3,沽上去聲頗,沽三頗,
4935,兔,他,沽,上去,thou3,舒聲,th,oo,3,thoo3,沽上去聲他,沽三他,
4936,兎,他,沽,上去,thou3,舒聲,th,oo,3,thoo3,沽上去聲他,沽三他,
4937,菟,他,沽,上去,thou3,舒聲,th,oo,3,thoo3,沽上去聲他,沽三他,
4938,吐,他,沽,上去,thou3,舒聲,th,oo,3,thoo3,沽上去聲他,沽三他,
4939,透,他,沽,上去,thou3,舒聲,th,oo,3,thoo3,沽上去聲他,沽三他,
4940,奏,曾,沽,上去,tsou3,舒聲,z,oo,3,zoo3,沽上去聲曾,沽三曾,
4941,湊,曾,沽,上去,tsou3,舒聲,z,oo,3,zoo3,沽上去聲曾,沽三曾,
4942,輳,曾,沽,上去,tsou3,舒聲,z,oo,3,zoo3,沽上去聲曾,沽三曾,
4943,祚,曾,沽,上去,tsou3,舒聲,z,oo,3,zoo3,沽上去聲曾,沽三曾,
4944,咀,曾,沽,上去,tsou3,舒聲,z,oo,3,zoo3,沽上去聲曾,沽三曾,
4945,簇,曾,沽,上去,tsou3,舒聲,z,oo,3,zoo3,沽上去聲曾,沽三曾,
4946,做,曾,沽,上去,tsou3,舒聲,z,oo,3,zoo3,沽上去聲曾,沽三曾,
4947,素,時,沽,上去,sou3,舒聲,s,oo,3,soo3,沽上去聲時,沽三時,
4948,傃,時,沽,上去,sou3,舒聲,s,oo,3,soo3,沽上去聲時,沽三時,
4949,愫,時,沽,上去,sou3,舒聲,s,oo,3,soo3,沽上去聲時,沽三時,
4950,𩝥,時,沽,上去,sou3,舒聲,s,oo,3,soo3,沽上去聲時,沽三時,
4951,訴,時,沽,上去,sou3,舒聲,s,oo,3,soo3,沽上去聲時,沽三時,0.01
4952,愬,時,沽,上去,sou3,舒聲,s,oo,3,soo3,沽上去聲時,沽三時,
4953,溯,時,沽,上去,sou3,舒聲,s,oo,3,soo3,沽上去聲時,沽三時,
4954,塑,時,沽,上去,sou3,舒聲,s,oo,3,soo3,沽上去聲時,沽三時,0.01
4955,疏,時,沽,上去,sou3,舒聲,s,oo,3,soo3,沽上去聲時,沽三時,
4956,潄,時,沽,上去,sou3,舒聲,s,oo,3,soo3,沽上去聲時,沽三時,
4957,漱,時,沽,上去,sou3,舒聲,s,oo,3,soo3,沽上去聲時,沽三時,
4958,嗽,時,沽,上去,sou3,舒聲,s,oo,3,soo3,沽上去聲時,沽三時,
4959,瘶,時,沽,上去,sou3,舒聲,s,oo,3,soo3,沽上去聲時,沽三時,
4960,數,時,沽,上去,sou3,舒聲,s,oo,3,soo3,沽上去聲時,沽三時,
4961,泝,時,沽,上去,sou3,舒聲,s,oo,3,soo3,沽上去聲時,沽三時,
4962,惡,英,沽,上去,ou3,舒聲,q,oo,3,qoo3,沽上去聲英,沽三英,
4963,僫,英,沽,上去,ou3,舒聲,q,oo,3,qoo3,沽上去聲英,沽三英,
4964,亞,英,沽,上去,ou3,舒聲,q,oo,3,qoo3,沽上去聲英,沽三英,
4965,錯,出,沽,上去,tshou3,舒聲,c,oo,3,coo3,沽上去聲出,沽三出,
4966,醋,出,沽,上去,tshou3,舒聲,c,oo,3,coo3,沽上去聲出,沽三出,
4967,阼,出,沽,上去,tshou3,舒聲,c,oo,3,coo3,沽上去聲出,沽三出,
4968,祚,出,沽,上去,tshou3,舒聲,c,oo,3,coo3,沽上去聲出,沽三出,
4969,䄍,出,沽,上去,tshou3,舒聲,c,oo,3,coo3,沽上去聲出,沽三出,0.01
4970,蜡,出,沽,上去,tshou3,舒聲,c,oo,3,coo3,沽上去聲出,沽三出,
4971,措,出,沽,上去,tshou3,舒聲,c,oo,3,coo3,沽上去聲出,沽三出,
4972,厝,出,沽,上去,tshou3,舒聲,c,oo,3,coo3,沽上去聲出,沽三出,
4973,戽,喜,沽,上去,hou3,舒聲,h,oo,3,hoo3,沽上去聲喜,沽三喜,
4974,𣶉,喜,沽,上去,hou3,舒聲,h,oo,3,hoo3,沽上去聲喜,沽三喜,
4975,樓,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4976,僂,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4977,摟,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4978,婁,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4979,縷,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4980,螻,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4981,髏,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4982,鏤,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4983,瘻,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4984,蔞,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4985,䝏,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4986,𧷡,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4987,壚,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4988,瀘,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4989,臚,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4990,爐,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4991,𤬛,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4992,蘆,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4993,纑,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4994,顱,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4995,鸕,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4996,鱸,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4997,轤,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4998,盧,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
4999,奴,柳,沽,下平,lou5,舒聲,l,oo,5,loo5,沽下平聲柳,沽五柳,
5000,蒲,邊,沽,下平,pou5,舒聲,p,oo,5,poo5,沽下平聲邊,沽五邊,
5001,莆,邊,沽,下平,pou5,舒聲,p,oo,5,poo5,沽下平聲邊,沽五邊,
5002,葡,邊,沽,下平,pou5,舒聲,p,oo,5,poo5,沽下平聲邊,沽五邊,
5003,匍,邊,沽,下平,pou5,舒聲,p,oo,5,poo5,沽下平聲邊,沽五邊,
5004,捕,邊,沽,下平,pou5,舒聲,p,oo,5,poo5,沽下平聲邊,沽五邊,
5005,𢼹,邊,沽,下平,pou5,舒聲,p,oo,5,poo5,沽下平聲邊,沽五邊,
5006,酺,邊,沽,下平,pou5,舒聲,p,oo,5,poo5,沽下平聲邊,沽五邊,
5007,逋,邊,沽,下平,pou5,舒聲,p,oo,5,poo5,沽下平聲邊,沽五邊,
5008,餔,邊,沽,下平,pou5,舒聲,p,oo,5,poo5,沽下平聲邊,沽五邊,
5009,裒,邊,沽,下平,pou5,舒聲,p,oo,5,poo5,沽下平聲邊,沽五邊,0.01
5010,𧝘,邊,沽,下平,pou5,舒聲,p,oo,5,poo5,沽下平聲邊,沽五邊,
5011,抔,邊,沽,下平,pou5,舒聲,p,oo,5,poo5,沽下平聲邊,沽五邊,
5012,苞,邊,沽,下平,pou5,舒聲,p,oo,5,poo5,沽下平聲邊,沽五邊,
5013,糊,求,沽,下平,kou5,舒聲,k,oo,5,koo5,沽下平聲求,沽五求,
5014,𪍒,求,沽,下平,kou5,舒聲,k,oo,5,koo5,沽下平聲求,沽五求,
5015,瘔,去,沽,下平,khou5,舒聲,kh,oo,5,khoo5,沽下平聲去,沽五去,
5016,㾰,去,沽,下平,khou5,舒聲,kh,oo,5,khoo5,沽下平聲去,沽五去,
5017,芤,去,沽,下平,khou5,舒聲,kh,oo,5,khoo5,沽下平聲去,沽五去,
5018,圖,地,沽,下平,tou5,舒聲,t,oo,5,too5,沽下平聲地,沽五地,
5019,梌,地,沽,下平,tou5,舒聲,t,oo,5,too5,沽下平聲地,沽五地,
5020,涂,地,沽,下平,tou5,舒聲,t,oo,5,too5,沽下平聲地,沽五地,
5021,荼,地,沽,下平,tou5,舒聲,t,oo,5,too5,沽下平聲地,沽五地,
5022,途,地,沽,下平,tou5,舒聲,t,oo,5,too5,沽下平聲地,沽五地,
5023,酴,地,沽,下平,tou5,舒聲,t,oo,5,too5,沽下平聲地,沽五地,
5024,屠,地,沽,下平,tou5,舒聲,t,oo,5,too5,沽下平聲地,沽五地,
5025,塗,地,沽,下平,tou5,舒聲,t,oo,5,too5,沽下平聲地,沽五地,
5026,瘏,地,沽,下平,tou5,舒聲,t,oo,5,too5,沽下平聲地,沽五地,
5027,投,地,沽,下平,tou5,舒聲,t,oo,5,too5,沽下平聲地,沽五地,
5028,骰,地,沽,下平,tou5,舒聲,t,oo,5,too5,沽下平聲地,沽五地,
5029,徒,地,沽,下平,tou5,舒聲,t,oo,5,too5,沽下平聲地,沽五地,
5030,啚,地,沽,下平,tou5,舒聲,t,oo,5,too5,沽下平聲地,沽五地,
5031,𪜱,地,沽,下平,tou5,舒聲,t,oo,5,too5,沽下平聲地,沽五地,
5032,菩,頗,沽,下平,phou5,舒聲,ph,oo,5,phoo5,沽下平聲頗,沽五頗,
5033,頭,他,沽,下平,thou5,舒聲,th,oo,5,thoo5,沽下平聲他,沽五他,
5034,齟,曾,沽,下平,tsou5,舒聲,z,oo,5,zoo5,沽下平聲曾,沽五曾,
5035,謀,門,沽,下平,bou5,舒聲,b,oo,5,boo5,沽下平聲門,沽五門,
5036,謨,門,沽,下平,bou5,舒聲,b,oo,5,boo5,沽下平聲門,沽五門,
5037,侔,門,沽,下平,bou5,舒聲,b,oo,5,boo5,沽下平聲門,沽五門,
5038,牟,門,沽,下平,bou5,舒聲,b,oo,5,boo5,沽下平聲門,沽五門,
5039,眸,門,沽,下平,bou5,舒聲,b,oo,5,boo5,沽下平聲門,沽五門,
5040,䏬,門,沽,下平,bou5,舒聲,b,oo,5,boo5,沽下平聲門,沽五門,
5041,膜,門,沽,下平,bou5,舒聲,b,oo,5,boo5,沽下平聲門,沽五門,
5042,模,門,沽,下平,bou5,舒聲,b,oo,5,boo5,沽下平聲門,沽五門,
5043,嫫,門,沽,下平,bou5,舒聲,b,oo,5,boo5,沽下平聲門,沽五門,
5044,摸,門,沽,下平,bou5,舒聲,b,oo,5,boo5,沽下平聲門,沽五門,
5045,摹,門,沽,下平,bou5,舒聲,b,oo,5,boo5,沽下平聲門,沽五門,
5046,漠,門,沽,下平,bou5,舒聲,b,oo,5,boo5,沽下平聲門,沽五門,
5047,蟊,門,沽,下平,bou5,舒聲,b,oo,5,boo5,沽下平聲門,沽五門,
5048,麰,門,沽,下平,bou5,舒聲,b,oo,5,boo5,沽下平聲門,沽五門,
5049,吾,語,沽,下平,gou5,舒聲,g,oo,5,goo5,沽下平聲語,沽五語,
5050,浯,語,沽,下平,gou5,舒聲,g,oo,5,goo5,沽下平聲語,沽五語,
5051,梧,語,沽,下平,gou5,舒聲,g,oo,5,goo5,沽下平聲語,沽五語,
5052,珸,語,沽,下平,gou5,舒聲,g,oo,5,goo5,沽下平聲語,沽五語,
5053,䓊,語,沽,下平,gou5,舒聲,g,oo,5,goo5,沽下平聲語,沽五語,
5054,鯃,語,沽,下平,gou5,舒聲,g,oo,5,goo5,沽下平聲語,沽五語,
5055,𩶭,語,沽,下平,gou5,舒聲,g,oo,5,goo5,沽下平聲語,沽五語,0.01
5056,鼯,語,沽,下平,gou5,舒聲,g,oo,5,goo5,沽下平聲語,沽五語,
5057,吳,語,沽,下平,gou5,舒聲,g,oo,5,goo5,沽下平聲語,沽五語,
5058,蜈,語,沽,下平,gou5,舒聲,g,oo,5,goo5,沽下平聲語,沽五語,
5059,侯,喜,沽,下平,hou5,舒聲,h,oo,5,hoo5,沽下平聲喜,沽五喜,
5060,矦,喜,沽,下平,hou5,舒聲,h,oo,5,hoo5,沽下平聲喜,沽五喜,
5061,喉,喜,沽,下平,hou5,舒聲,h,oo,5,hoo5,沽下平聲喜,沽五喜,
5062,猴,喜,沽,下平,hou5,舒聲,h,oo,5,hoo5,沽下平聲喜,沽五喜,
5063,篌,喜,沽,下平,hou5,舒聲,h,oo,5,hoo5,沽下平聲喜,沽五喜,
5064,糇,喜,沽,下平,hou5,舒聲,h,oo,5,hoo5,沽下平聲喜,沽五喜,
5065,餱,喜,沽,下平,hou5,舒聲,h,oo,5,hoo5,沽下平聲喜,沽五喜,
5066,鍭,喜,沽,下平,hou5,舒聲,h,oo,5,hoo5,沽下平聲喜,沽五喜,
5067,壺,喜,沽,下平,hou5,舒聲,h,oo,5,hoo5,沽下平聲喜,沽五喜,
5068,湖,喜,沽,下平,hou5,舒聲,h,oo,5,hoo5,沽下平聲喜,沽五喜,
5069,瑚,喜,沽,下平,hou5,舒聲,h,oo,5,hoo5,沽下平聲喜,沽五喜,
5070,猢,喜,沽,下平,hou5,舒聲,h,oo,5,hoo5,沽下平聲喜,沽五喜,
5071,蝴,喜,沽,下平,hou5,舒聲,h,oo,5,hoo5,沽下平聲喜,沽五喜,
5072,餬,喜,沽,下平,hou5,舒聲,h,oo,5,hoo5,沽下平聲喜,沽五喜,
5073,鶘,喜,沽,下平,hou5,舒聲,h,oo,5,hoo5,沽下平聲喜,沽五喜,
5074,狐,喜,沽,下平,hou5,舒聲,h,oo,5,hoo5,沽下平聲喜,沽五喜,
5075,弧,喜,沽,下平,hou5,舒聲,h,oo,5,hoo5,沽下平聲喜,沽五喜,
5076,瓠,喜,沽,下平,hou5,舒聲,h,oo,5,hoo5,沽下平聲喜,沽五喜,
5077,鬍,喜,沽,下平,hou5,舒聲,h,oo,5,hoo5,沽下平聲喜,沽五喜,
5078,路,柳,沽,下去,lou7,舒聲,l,oo,7,loo7,沽下去聲柳,沽七柳,
5079,潞,柳,沽,下去,lou7,舒聲,l,oo,7,loo7,沽下去聲柳,沽七柳,
5080,璐,柳,沽,下去,lou7,舒聲,l,oo,7,loo7,沽下去聲柳,沽七柳,
5081,露,柳,沽,下去,lou7,舒聲,l,oo,7,loo7,沽下去聲柳,沽七柳,
5082,鷺,柳,沽,下去,lou7,舒聲,l,oo,7,loo7,沽下去聲柳,沽七柳,
5083,蕗,柳,沽,下去,lou7,舒聲,l,oo,7,loo7,沽下去聲柳,沽七柳,
5084,賂,柳,沽,下去,lou7,舒聲,l,oo,7,loo7,沽下去聲柳,沽七柳,
5085,輅,柳,沽,下去,lou7,舒聲,l,oo,7,loo7,沽下去聲柳,沽七柳,
5086,漏,柳,沽,下去,lou7,舒聲,l,oo,7,loo7,沽下去聲柳,沽七柳,
5087,瘺,柳,沽,下去,lou7,舒聲,l,oo,7,loo7,沽下去聲柳,沽七柳,
5088,陋,柳,沽,下去,lou7,舒聲,l,oo,7,loo7,沽下去聲柳,沽七柳,
5089,弩,柳,沽,下去,lou7,舒聲,l,oo,7,loo7,沽下去聲柳,沽七柳,
5090,滷,柳,沽,下去,lou7,舒聲,l,oo,7,loo7,沽下去聲柳,沽七柳,
5091,僂,柳,沽,下去,lou7,舒聲,l,oo,7,loo7,沽下去聲柳,沽七柳,
5092,步,邊,沽,下去,pou7,舒聲,p,oo,7,poo7,沽下去聲邊,沽七邊,
5093,歩,邊,沽,下去,pou7,舒聲,p,oo,7,poo7,沽下去聲邊,沽七邊,
5094,𧌂,邊,沽,下去,pou7,舒聲,p,oo,7,poo7,沽下去聲邊,沽七邊,
5095,埠,邊,沽,下去,pou7,舒聲,p,oo,7,poo7,沽下去聲邊,沽七邊,
5096,勏,邊,沽,下去,pou7,舒聲,p,oo,7,poo7,沽下去聲邊,沽七邊,
5097,篰,邊,沽,下去,pou7,舒聲,p,oo,7,poo7,沽下去聲邊,沽七邊,
5098,部,邊,沽,下去,pou7,舒聲,p,oo,7,poo7,沽下去聲邊,沽七邊,
5099,哺,邊,沽,下去,pou7,舒聲,p,oo,7,poo7,沽下去聲邊,沽七邊,
5100,捕,邊,沽,下去,pou7,舒聲,p,oo,7,poo7,沽下去聲邊,沽七邊,
5101,餔,邊,沽,下去,pou7,舒聲,p,oo,7,poo7,沽下去聲邊,沽七邊,
5102,怙,求,沽,下去,kou7,舒聲,k,oo,7,koo7,沽下去聲求,沽七求,
5103,𢛅,求,沽,下去,kou7,舒聲,k,oo,7,koo7,沽下去聲求,沽七求,
5104,詁,求,沽,下去,kou7,舒聲,k,oo,7,koo7,沽下去聲求,沽七求,
5105,豆,地,沽,下去,tou7,舒聲,t,oo,7,too7,沽下去聲地,沽七地,
5106,荳,地,沽,下去,tou7,舒聲,t,oo,7,too7,沽下去聲地,沽七地,
5107,痘,地,沽,下去,tou7,舒聲,t,oo,7,too7,沽下去聲地,沽七地,
5108,逗,地,沽,下去,tou7,舒聲,t,oo,7,too7,沽下去聲地,沽七地,
5109,脰,地,沽,下去,tou7,舒聲,t,oo,7,too7,沽下去聲地,沽七地,0.01
5110,度,地,沽,下去,tou7,舒聲,t,oo,7,too7,沽下去聲地,沽七地,
5111,渡,地,沽,下去,tou7,舒聲,t,oo,7,too7,沽下去聲地,沽七地,
5112,𡍨,地,沽,下去,tou7,舒聲,t,oo,7,too7,沽下去聲地,沽七地,
5113,鍍,地,沽,下去,tou7,舒聲,t,oo,7,too7,沽下去聲地,沽七地,
5114,土,地,沽,下去,tou7,舒聲,t,oo,7,too7,沽下去聲地,沽七地,
5115,杜,地,沽,下去,tou7,舒聲,t,oo,7,too7,沽下去聲地,沽七地,
5116,肚,地,沽,下去,tou7,舒聲,t,oo,7,too7,沽下去聲地,沽七地,
5117,荰,地,沽,下去,tou7,舒聲,t,oo,7,too7,沽下去聲地,沽七地,
5118,䲧,地,沽,下去,tou7,舒聲,t,oo,7,too7,沽下去聲地,沽七地,
5119,讀,地,沽,下去,tou7,舒聲,t,oo,7,too7,沽下去聲地,沽七地,
5120,竇,地,沽,下去,tou7,舒聲,t,oo,7,too7,沽下去聲地,沽七地,
5121,簿,頗,沽,下去,phou7,舒聲,ph,oo,7,phoo7,沽下去聲頗,沽七頗,
5122,祚,曾,沽,下去,tsou7,舒聲,z,oo,7,zoo7,沽下去聲曾,沽七曾,
5123,驟,曾,沽,下去,tsou7,舒聲,z,oo,7,zoo7,沽下去聲曾,沽七曾,
5124,助,曾,沽,下去,tsou7,舒聲,z,oo,7,zoo7,沽下去聲曾,沽七曾,
5125,戊,門,沽,下去,bou7,舒聲,b,oo,7,boo7,沽下去聲門,沽七門,
5126,茂,門,沽,下去,bou7,舒聲,b,oo,7,boo7,沽下去聲門,沽七門,
5127,懋,門,沽,下去,bou7,舒聲,b,oo,7,boo7,沽下去聲門,沽七門,
5128,𠊮,門,沽,下去,bou7,舒聲,b,oo,7,boo7,沽下去聲門,沽七門,0.01
5129,獓,門,沽,下去,bou7,舒聲,b,oo,7,boo7,沽下去聲門,沽七門,
5130,募,門,沽,下去,bou7,舒聲,b,oo,7,boo7,沽下去聲門,沽七門,
5131,墓,門,沽,下去,bou7,舒聲,b,oo,7,boo7,沽下去聲門,沽七門,0.01
5132,幕,門,沽,下去,bou7,舒聲,b,oo,7,boo7,沽下去聲門,沽七門,
5133,幙,門,沽,下去,bou7,舒聲,b,oo,7,boo7,沽下去聲門,沽七門,
5134,慕,門,沽,下去,bou7,舒聲,b,oo,7,boo7,沽下去聲門,沽七門,
5135,暮,門,沽,下去,bou7,舒聲,b,oo,7,boo7,沽下去聲門,沽七門,
5136,莫,門,沽,下去,bou7,舒聲,b,oo,7,boo7,沽下去聲門,沽七門,
5137,貿,門,沽,下去,bou7,舒聲,b,oo,7,boo7,沽下去聲門,沽七門,
